bds,ba,sqft,address,zip_code,built_year,heating,cooling,parking,appliances,sold_time,sold_price,list_time,list_price,listing_sold_time_diff,sold_year,sold_month,sold_day,price_percent_change,view_city,view_mountain,view_park,view_water,type_Apartment,type_Condo,type_Multiple Occupancy,type_Other,type_Residential,type_Single Family,type_Townhouse,type_Vacant Land
,,,91 E 111th St,10029,,,,0 spaces,,2020-01-27 00:00:00,2300000,,,,2020,1,27,,0,0,0,0,0,0,0,0,0,0,0,1
,,,129 E 102nd St APT 4D,10029,1930,,,0 spaces,,2020-01-26 00:00:00,250000,,,,2020,1,26,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,646,1325 5th Ave APT 2I,10029,1989,,,0 spaces,"Appliances included: Dishwasher, Dryer, Washer",2020-01-20 00:00:00,700000,2019-05-02 00:00:00,700000,263,2020,1,20,0.0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,761,1399 Park Ave #11F,10029,2019,,Central,0 spaces,Other interior features,2020-01-20 00:00:00,877789,2019-08-11 00:00:00,995000,162,2020,1,20,-0.1178,0,0,0,0,0,1,0,0,0,0,0,0
2,2,962,1399 Park Ave #14B,10029,2019,Forced air,Other,Garage - Detached,Other interior features,2020-01-15 00:00:00,1192258,2019-08-07 00:00:00,1275000,161,2020,1,15,-0.0648956862745098,0,0,0,0,0,0,1,0,0,0,0,0
2,2,884,1399 Park Ave #14A,10029,2019,Forced air,Other,Garage - Detached,Other interior features,2020-01-14 00:00:00,1098923,2019-08-11 00:00:00,1235000,156,2020,1,14,-0.1101838056680162,0,0,0,0,0,0,1,0,0,0,0,0
2,1,,205 E 124th St APT 5D,10035,1930,,,0 spaces,,2020-12-08 00:00:00,220000,,,,2020,12,8,,0,0,0,0,0,1,0,0,0,0,0,0
,,17400,205-207 124th St,10035,1930,,,0 spaces,,2020-12-08 00:00:00,220000,,,,2020,12,8,,0,0,0,0,0,1,0,0,0,0,0,0
,,,1901 Madison Ave APT 421,10035,1994,,,0 spaces,,2020-11-18 00:00:00,362000,,,,2020,11,18,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,168963,51 E 122nd St,10035,1994,,,0 spaces,,2020-11-18 00:00:00,362000,2012-07-26 00:00:00,160000,3037,2020,11,18,1.2625,0,0,0,0,0,0,1,0,0,0,0,0
2,2,1287,1485 5th Ave APT 15G,10035,2007,,,0 spaces,,2020-11-09 00:00:00,1575000,2020-02-24 00:00:00,1899000,259,2020,11,9,-0.17061611374407584,0,0,0,0,0,0,0,0,0,1,0,0
2,1,194030,1911-1929 Madison Ave,10035,1997,,,0 spaces,,2020-10-14 00:00:00,429000,,,,2020,10,14,,0,0,0,0,0,0,0,0,0,1,0,0
3,2,1440,1485 5th Ave APT 7A,10035,2007,,,0 spaces,,2020-10-13 00:00:00,1550000,2020-07-20 00:00:00,1725000,85,2020,10,13,-0.10144927536231885,0,0,0,0,0,1,0,0,0,0,0,0
3,2,,1901 Madison Ave #114,10035,1994,,,0 spaces,,2020-08-26 00:00:00,425000,2018-12-03 00:00:00,469000,632,2020,8,26,-0.09381663113006397,0,0,0,0,0,1,0,0,0,0,0,0
,1,468,124 E 118th St APT 1F,10035,2005,,None,None,Appliances included: Dishwasher,2020-08-18 00:00:00,10,2015-04-01 00:00:00,349000,1966,2020,8,18,-0.9999713467048711,0,0,0,0,0,0,1,0,0,0,0,0
3,2,1124,440 E 117th St APT 5A,10035,2004,Other,Central,0 spaces,Other interior features,2020-08-16 00:00:00,775000,2019-12-12 00:00:00,879900,248,2020,8,16,-0.11921809296510967,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1100,1787 Madison Ave,10035,2003,,,0 spaces,Other interior features,2020-08-12 00:00:00,415000,,,,2020,8,12,,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1000,440 E 117th St APT 2A,10035,2004,,,Covered,"Appliances included: Dishwasher, Dryer, Washer",2020-07-08 00:00:00,649000,2019-10-20 00:00:00,849000,262,2020,7,8,-0.23557126030624265,0,0,0,0,0,1,0,0,0,0,0,0
,,138050,1831 Madison Ave APT 6B,10035,2001,,,0 spaces,,2020-07-07 00:00:00,628662,,,,2020,7,7,,0,0,0,0,0,1,0,0,0,0,0,0
,1,,1777 Madison Ave APT 24,10035,1910,,,0 spaces,,2020-06-15 00:00:00,140000,,,,2020,6,15,,0,0,0,0,0,1,0,0,0,0,0,0
6,4,5046,417 E 118th St,10035,1901,,Central,0 spaces,Other interior features,2020-06-10 00:00:00,2275000,2019-08-05 00:00:00,2478000,310,2020,6,10,-0.08192090395480225,0,0,0,0,0,0,1,0,0,0,0,0
,1,470,152 E 118th St APT 3F,10035,2011,"Wall, Gas",Wall,"Garage - Attached, Covered","Appliances included: Dishwasher, Dryer, Microwave, Range / Oven, Refrigerator, Washer",2020-04-09 00:00:00,310000,2019-10-29 00:00:00,320000,163,2020,4,9,-0.03125,1,0,0,0,0,1,0,0,0,0,0,0
,,4492,2296 2nd Ave,10035,1900,,,"Garage, Garage - Attached",,2020-04-07 00:00:00,3100000,,,,2020,4,7,,0,0,0,0,0,0,0,0,0,1,0,0
1,1,900,1831 Madison Ave APT 9C,10035,2001,,,Covered,,2020-03-30 00:00:00,585000,2019-11-17 00:00:00,600000,134,2020,3,30,-0.025,1,0,1,0,0,1,0,0,0,0,0,0
2,2,1130,2056 5th Ave APT 6B,10035,1920,,Central,0 spaces,Other interior features,2020-03-22 00:00:00,1100000,2019-08-25 00:00:00,1275000,210,2020,3,22,-0.13725490196078433,0,0,0,0,0,1,0,0,0,0,0,0
,,4840,46 E 126th St,10035,1909,,,0 spaces,,2020-03-17 00:00:00,906242,,,,2020,3,17,,0,0,0,0,0,0,1,0,0,0,0,0
,,97592,1825 Madison Ave #810,10035,2004,,,0 spaces,,2020-03-11 00:00:00,630000,,,,2020,3,11,,0,0,0,0,0,1,0,0,0,0,0,0
7,4,4000,73 E 118th St,10035,2001,,,0 spaces,"Appliances included: Dishwasher, Dryer, Washer",2020-03-09 00:00:00,2015000,2018-10-25 00:00:00,2750000,501,2020,3,9,-0.2672727272727273,0,0,0,0,0,0,1,0,0,0,0,0
2,2,1250,2279 3rd Ave APT 6A,10035,2006,,,0 spaces,"Appliances included: Dishwasher, Dryer, Washer",2020-03-05 00:00:00,1190000,2019-09-02 00:00:00,1500000,185,2020,3,5,-0.20666666666666667,0,0,0,0,0,1,0,0,0,0,0,0
1,1,535,1779 Madison Ave APT 402,10035,1910,,,0 spaces,,2020-02-26 00:00:00,171500,2019-10-06 00:00:00,321000,143,2020,2,26,-0.4657320872274143,0,0,1,0,0,1,0,0,0,0,0,0
2,2,1060,342 E 119th St APT 4F,10035,2004,,,0 spaces,Appliances included: Dishwasher,2020-02-25 00:00:00,570000,2019-06-05 00:00:00,700000,265,2020,2,25,-0.18571428571428572,0,0,0,0,0,1,0,0,0,0,0,0
,1,,152 E 118th St APT 6J,10035,2009,,Central,0 spaces,"Appliances included: Dishwasher, Dryer, Washer",2020-01-30 00:00:00,325000,2019-07-22 00:00:00,329000,192,2020,1,30,-0.0121580547112462,0,0,0,0,0,1,0,0,0,0,0,0
1,1,875,232 E 118th St APT 3A,10035,1910,,,0 spaces,"Appliances included: Dishwasher, Dryer, Washer",2020-01-22 00:00:00,650000,2019-09-04 00:00:00,699000,140,2020,1,22,-0.07010014306151645,0,0,0,0,0,1,0,0,0,0,0,0
2,1,,301 E 22nd St APT 6E,10010,1965,,,0 spaces,,2021-01-07 00:00:00,887500,2020-07-09 00:00:00,925000,182,2021,1,7,-0.04054054054054054,0,0,0,0,0,1,0,0,0,0,0,0
,,1212,160 E 22nd St #12A,10010,2012,,,0 spaces,,2021-01-07 00:00:00,1306500,,,,2021,1,7,,0,0,0,0,0,1,0,0,0,0,0,0
2,1,1400,201 E 25th St APT 18-A,10010,1965,,Central,0 spaces,Other interior features,2021-01-06 00:00:00,1170000,2020-03-03 00:00:00,1299000,309,2021,1,6,-0.09930715935334873,0,0,0,0,0,1,0,0,0,0,0,0
1,1,722,160 E 22nd St #9B,10010,2012,Forced air,Central,0 spaces,Other interior features,2021-01-06 00:00:00,1265000,2020-06-25 00:00:00,1400000,195,2021,1,6,-0.09642857142857143,0,0,0,0,0,1,0,0,0,0,0,0
,1,,323 E 21st St APT 3A,10010,1910,,,0 spaces,,2021-01-06 00:00:00,260000,,,,2021,1,6,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,990,215 E 24th St APT 116,10010,1976,,Central,Covered,Appliances included: Dishwasher,2021-01-03 00:00:00,680000,2020-04-18 00:00:00,750000,260,2021,1,3,-0.09333333333333334,0,0,0,0,0,1,0,0,0,0,0,0
2,1,600,207 E 21st St APT 2B,10010,1930,,,0 spaces,Appliances included: Dishwasher,2020-12-27 00:00:00,500000,2019-06-20 00:00:00,525000,556,2020,12,27,-0.047619047619047616,0,0,0,0,0,1,0,0,0,0,0,0
,,585,5 E 22nd St APT 11B,10010,1983,,,0 spaces,,2020-12-23 00:00:00,845000,,,,2020,12,23,,0,0,0,0,0,1,0,0,0,0,0,0
1,2,5950,28 E 21st St,10010,1925,,,0 spaces,,2020-12-17 00:00:00,2280000,,,,2020,12,17,,0,0,0,0,0,1,0,0,0,0,0,0
3,2,,28 E 21st St #4AB,10010,1925,,,0 spaces,,2020-12-17 00:00:00,2280000,,,,2020,12,17,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,611,5 E 22nd St APT 6H,10010,1985,,Central,Covered,,2020-12-15 00:00:00,1115000,2020-04-19 00:00:00,1195000,240,2020,12,15,-0.06694560669456066,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,245 E 25th St APT 18L,10010,1964,,,0 spaces,"Appliances included: Dishwasher, Washer",2020-12-14 00:00:00,654000,2020-07-22 00:00:00,679000,145,2020,12,14,-0.036818851251840944,0,0,0,0,0,1,0,0,0,0,0,0
2,3,1415,254 Park Ave S APT 6D,10010,1913,,Central,0 spaces,Other interior features,2020-12-14 00:00:00,10,2017-04-16 00:00:00,3295000,1338,2020,12,14,-0.9999969650986343,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1030,200 E 21st St #4E,10010,2018,,,Covered,,2020-12-13 00:00:00,1600000,2020-09-07 00:00:00,1775000,97,2020,12,13,-0.09859154929577464,0,0,0,0,0,1,0,0,0,0,0,0
1,1,550,50 Lexington Ave APT 16B,10010,1987,,,0 spaces,,2020-12-13 00:00:00,580000,,,,2020,12,13,,0,0,0,0,0,1,0,0,0,0,0,0
,1,186201,330 3rd Ave,10010,1964,Forced air,Central,"Garage, Garage - Attached, Covered",Appliances included: Dishwasher,2020-12-10 00:00:00,625000,2018-08-14 00:00:00,515000,849,2020,12,10,0.21359223300970873,0,0,0,0,0,1,0,0,0,0,0,0
1,1,750,330 3rd Ave APT 8B,10010,1964,,,0 spaces,Appliances included: Dishwasher,2020-12-10 00:00:00,625000,2020-06-22 00:00:00,679995,171,2020,12,10,-0.08087559467349024,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1190,385 1st Ave APT 11-B,10010,2016,,Central,0 spaces,Other interior features,2020-12-09 00:00:00,1529106,2020-04-01 00:00:00,1680000,252,2020,12,9,-0.08981785714285714,0,0,0,0,0,1,0,0,0,0,0,0
1,2,949,254 Park Ave S #11KL,10010,1913,,,0 spaces,,2020-12-08 00:00:00,1450000,,,,2020,12,8,,0,0,0,0,0,1,0,0,0,0,0,0
,,31283,160 E 26th St,10010,1925,,,0 spaces,,2020-11-30 00:00:00,475000,,,,2020,11,30,,0,0,0,0,0,1,0,0,0,0,0,0
1,2,800,160 E 26th St APT 2H,10010,1925,,,0 spaces,,2020-11-30 00:00:00,475000,2019-10-09 00:00:00,550000,418,2020,11,30,-0.13636363636363635,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1030,200 E 21st St #5E,10010,2018,,,Covered,,2020-11-29 00:00:00,1690254,2020-07-21 00:00:00,1795000,131,2020,11,29,-0.058354317548746516,0,0,0,0,0,1,0,0,0,0,0,0
,1,,305 E 24th St APT 20H,10010,1964,,Central,0 spaces,Appliances included: Dishwasher,2020-11-29 00:00:00,567000,2020-06-27 00:00:00,599500,155,2020,11,29,-0.05421184320266889,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,201 E 21st St APT 5L,10010,1962,,,0 spaces,,2020-11-26 00:00:00,605000,2020-07-07 00:00:00,625000,142,2020,11,26,-0.032,0,0,0,0,0,1,0,0,0,0,0,0
,,,121 E 22nd St #N1503,10010,,,,0 spaces,,2020-11-26 00:00:00,4459680,,,,2020,11,26,,0,0,0,0,0,1,0,0,0,0,0,0
,,275900,267-279 3rd Ave,10010,1962,,,"Garage, Garage - Attached, Covered",,2020-11-26 00:00:00,605000,,,,2020,11,26,,0,0,0,0,0,1,0,0,0,0,0,0
,1,600,330 3rd Ave APT 15L,10010,1964,,Central,Garage - Attached,,2020-11-24 00:00:00,420000,2020-05-25 00:00:00,569000,183,2020,11,24,-0.2618629173989455,0,0,0,0,0,1,0,0,0,0,0,0
1,1,87793,44 Gramercy Park N APT 4B,10010,1930,,,0 spaces,,2020-11-23 00:00:00,910000,2020-08-17 00:00:00,925000,98,2020,11,23,-0.016216216216216217,0,0,0,0,0,1,0,0,0,0,0,0
,,119136,4 W 21st St,10010,2005,,,"Garage, Garage - Attached, Covered",,2020-11-18 00:00:00,1250000,,,,2020,11,18,,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1245,4 W 21st St APT 4C,10010,2006,,Central,0 spaces,"Appliances included: Dishwasher, Dryer, Washer",2020-11-18 00:00:00,1250000,2020-09-17 00:00:00,1275000,62,2020,11,18,-0.0196078431372549,0,0,0,0,1,0,0,0,0,0,0,0
2,2,1190,385 1st Ave APT 9B,10010,2016,,Central,0 spaces,Other interior features,2020-11-17 00:00:00,1495000,2019-06-07 00:00:00,1725000,529,2020,11,17,-0.13333333333333333,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,305 E 24th St APT 11B,10010,1964,,,0 spaces,,2020-11-16 00:00:00,812500,2020-06-26 00:00:00,875000,143,2020,11,16,-0.07142857142857142,0,0,0,0,0,1,0,0,0,0,0,0
1,1,725,4 W 21st St APT 17B,10010,2006,,Central,Garage - Detached,"Appliances included: Dishwasher, Dryer, Washer",2020-11-15 00:00:00,750000,2020-06-12 00:00:00,1050000,156,2020,11,15,-0.2857142857142857,1,0,0,0,1,0,0,0,0,0,0,0
1,1,611,5 E 22nd St APT 5H,10010,1985,,Central,"Garage - Detached, Covered",Other interior features,2020-11-12 00:00:00,1230000,2020-08-27 00:00:00,1250000,77,2020,11,12,-0.016,0,0,0,0,0,0,1,0,0,0,0,0
,,,121 E 22nd St #N806,10010,,,,0 spaces,,2020-11-12 00:00:00,4752015,,,,2020,11,12,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,733,234 E 23rd St #10A,10010,2014,,,0 spaces,,2020-11-08 00:00:00,1300000,2020-07-23 00:00:00,1350000,108,2020,11,8,-0.037037037037037035,0,0,0,0,0,1,0,0,0,0,0,0
1,1,10,257 Park Ave S,10010,1954,,,0 spaces,,2020-11-08 00:00:00,587500,2010-10-22 00:00:00,329000,3670,2020,11,8,0.7857142857142857,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1137,385 1st Ave APT 17A,10010,2016,,Central,0 spaces,Other interior features,2020-11-08 00:00:00,1750000,2019-06-07 00:00:00,1875000,520,2020,11,8,-0.06666666666666667,0,0,0,0,0,1,0,0,0,0,0,0
,1,,245 E 24th St APT 2C,10010,1963,,,0 spaces,,2020-11-05 00:00:00,620000,2020-06-12 00:00:00,675000,146,2020,11,5,-0.08148148148148149,0,0,0,0,0,1,0,0,0,0,0,0
1,1,112641,421-427 2nd Ave,10010,1963,Forced air,Other,0 spaces,Other interior features,2020-11-05 00:00:00,620000,,,,2020,11,5,,0,0,0,0,0,0,0,1,0,0,0,0
,,190000,441-447 2nd Ave,10010,1964,,,"Garage, Garage - Attached",,2020-11-04 00:00:00,675000,,,,2020,11,4,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,245 E 25th St APT 3H,10010,1964,,,0 spaces,Appliances included: Dishwasher,2020-11-04 00:00:00,535590,2020-02-13 00:00:00,549000,265,2020,11,4,-0.02442622950819672,0,0,0,0,0,1,0,0,0,0,0,0
,1,65393,310 E 23rd St APT 5J,10010,1901,,,0 spaces,Other interior features,2020-11-04 00:00:00,545000,2019-09-16 00:00:00,585000,415,2020,11,4,-0.06837606837606838,0,0,0,0,1,0,0,0,0,0,0,0
,1,,215 E 24th St APT 405,10010,1976,,,Garage - Attached,Appliances included: Dishwasher,2020-11-03 00:00:00,395000,2020-06-02 00:00:00,395000,154,2020,11,3,0.0,0,0,0,0,0,1,0,0,0,0,0,0
,,,45 Gramercy Park #7C,10010,1927,,,0 spaces,,2020-10-27 00:00:00,925000,,,,2020,10,27,,0,0,0,0,0,1,0,0,0,0,0,0
,4,3000,45 Gramercy Park N #1A-2A,10010,1927,,Central,0 spaces,,2020-10-27 00:00:00,925000,2020-09-28 00:00:00,5395000,29,2020,10,27,-0.8285449490268767,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,21 E 22nd St APT 8A,10010,1911,,,0 spaces,Appliances included: Dishwasher,2020-10-20 00:00:00,1625000,2019-09-19 00:00:00,1745000,397,2020,10,20,-0.06876790830945559,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1235,385 1st Ave APT 12E,10010,2016,,Central,0 spaces,Other interior features,2020-10-19 00:00:00,1920000,2019-11-27 00:00:00,2200000,327,2020,10,19,-0.12727272727272726,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1168,300 E 23rd St APT 6A,10010,2009,,Central,Covered,Other interior features,2020-10-15 00:00:00,1525000,2019-01-03 00:00:00,2150000,651,2020,10,15,-0.29069767441860467,0,0,0,0,0,1,0,0,0,0,0,0
1,1,653,340 E 23rd St APT 6C,10010,2007,,,Garage - Attached,,2020-10-14 00:00:00,855000,2020-06-11 00:00:00,861000,125,2020,10,14,-0.006968641114982578,0,0,0,0,0,1,0,0,0,0,0,0
1,1,716,234 E 23rd St #4B,10010,2014,,,Covered,Appliances included: Dishwasher,2020-10-14 00:00:00,1090000,2019-02-06 00:00:00,1385000,616,2020,10,14,-0.21299638989169675,0,0,0,0,0,1,0,0,0,0,0,0
1,1,717,300 E 23rd St APT 10H,10010,2010,Gas,Central,Covered,Other interior features,2020-10-06 00:00:00,886000,2020-07-16 00:00:00,995000,82,2020,10,6,-0.10954773869346733,0,0,0,0,0,1,0,0,0,0,0,0
,,1611,205 E 22nd St,10010,1920,,,0 spaces,,2020-10-04 00:00:00,2240000,,,,2020,10,4,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,575,254 Park Ave S APT 11B,10010,1913,,,Covered,Appliances included: Dishwasher,2020-09-30 00:00:00,850000,2020-06-20 00:00:00,915000,102,2020,9,30,-0.07103825136612021,0,0,0,0,0,1,0,0,0,0,0,0
1,1,575,200 E 24th St APT 1610,10010,1972,,Central,0 spaces,Other interior features,2020-09-24 00:00:00,515000,2019-07-29 00:00:00,575000,423,2020,9,24,-0.10434782608695652,0,0,0,0,0,1,0,0,0,0,0,0
,1,,245 E 24th St APT 11E,10010,1963,,,0 spaces,Appliances included: Dishwasher,2020-09-13 00:00:00,500000,2020-03-04 00:00:00,530000,193,2020,9,13,-0.05660377358490566,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1208,280 Park Ave S APT 22J,10010,1986,,Central,0 spaces,Other interior features,2020-09-10 00:00:00,2150000,2019-12-18 00:00:00,2225000,267,2020,9,10,-0.033707865168539325,0,0,0,0,0,1,0,0,0,0,0,0
,,49020,118-120 E 25th St,10010,1912,,,0 spaces,,2020-09-02 00:00:00,3300000,,,,2020,9,2,,0,0,0,0,0,0,0,0,0,1,0,0
2,2,87793,44 Gramercy Park N APT 7C,10010,1930,,,0 spaces,Appliances included: Dishwasher,2020-09-02 00:00:00,2357500,2018-12-09 00:00:00,2695000,633,2020,9,2,-0.12523191094619665,0,0,0,0,0,1,0,0,0,0,0,0
1,1,728,280 Park Ave S APT 4E,10010,1986,,,Covered,"Appliances included: Dishwasher, Dryer, Washer",2020-08-30 00:00:00,1250000,2020-06-10 00:00:00,1375000,81,2020,8,30,-0.09090909090909091,0,0,0,0,0,1,0,0,0,0,0,0
,1,600,305 E 24th St APT 14R,10010,1964,,,0 spaces,,2020-08-25 00:00:00,450000,,,,2020,8,25,,0,0,0,0,0,1,0,0,0,0,0,0
,1,,200 E 24th St APT 1701,10010,1972,,Central,0 spaces,Appliances included: Dishwasher,2020-08-20 00:00:00,335000,2019-10-02 00:00:00,435000,323,2020,8,20,-0.22988505747126436,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,245 E 25th St APT 3J,10010,1964,,,0 spaces,,2020-08-20 00:00:00,600000,2020-01-20 00:00:00,649000,213,2020,8,20,-0.07550077041602465,0,0,0,0,0,1,0,0,0,0,0,0
,,1371,323 Park Ave S #2A,10010,2013,,,0 spaces,,2020-08-17 00:00:00,2185000,,,,2020,8,17,,0,0,0,0,0,1,0,0,0,0,0,0
,,,121 E 22nd St #N406,10010,,,,0 spaces,,2020-08-11 00:00:00,3390625,,,,2020,8,11,,0,0,0,0,0,1,0,0,0,0,0,0
,,4745,1107 Broadway APT 7F,10010,1915,,,0 spaces,,2020-08-11 00:00:00,3150000,,,,2020,8,11,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,750,245 E 25th St APT 9J,10010,1964,,,0 spaces,Appliances included: Dishwasher,2020-08-09 00:00:00,560000,2020-06-23 00:00:00,575000,47,2020,8,9,-0.02608695652173913,0,0,0,0,0,1,0,0,0,0,0,0
2,1,919,330 3rd Ave APT 3G,10010,1964,,,0 spaces,,2020-08-06 00:00:00,800000,,,,2020,8,6,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,21 E 22nd St APT 4H,10010,1911,,,0 spaces,,2020-08-05 00:00:00,1295000,,,,2020,8,5,,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1461,49 E 21st St APT 11C,10010,1913,,,0 spaces,"Appliances included: Dishwasher, Dryer, Washer",2020-08-03 00:00:00,2500000,2020-06-10 00:00:00,2500000,54,2020,8,3,0.0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,850,305 E 24th St APT 7D,10010,1964,,Central,0 spaces,Other interior features,2020-07-27 00:00:00,710000,2019-11-19 00:00:00,725000,251,2020,7,27,-0.020689655172413793,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,200 E 24th St APT 1604,10010,1972,,,0 spaces,,2020-07-22 00:00:00,525000,,,,2020,7,22,,0,0,0,0,0,1,0,0,0,0,0,0
,,158337,309-319 3rd Ave,10010,1972,,,"Garage, Garage - Attached, Covered",,2020-07-22 00:00:00,525000,,,,2020,7,22,,0,0,0,0,0,1,0,0,0,0,0,0
3,3,2693,212 5th Ave #12-B,10010,1912,,,0 spaces,Appliances included: Dishwasher,2020-07-20 00:00:00,3250000,2018-04-17 00:00:00,7600000,825,2020,7,20,-0.5723684210526315,0,0,0,0,0,1,0,0,0,0,0,0
,1,585,7 Lexington Ave APT 9H,10010,1951,,,0 spaces,,2020-07-19 00:00:00,650000,,,,2020,7,19,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,925,305 E 24th St APT 19T,10010,1964,,,0 spaces,,2020-07-16 00:00:00,825000,,,,2020,7,16,,0,0,0,0,0,1,0,0,0,0,0,0
,,,121 E 22nd St #N604,10010,,,,0 spaces,,2020-07-16 00:00:00,1725000,,,,2020,7,16,,0,0,0,0,0,1,0,0,0,0,0,0
,,120300,4 Lexington Ave #4K,10010,1931,,,0 spaces,,2020-07-12 00:00:00,790000,,,,2020,7,12,,0,0,0,0,0,1,0,0,0,0,0,0
2,3,1328,260 Park Ave S APT 7I,10010,1913,,,0 spaces,"Appliances included: Dishwasher, Dryer, Washer",2020-07-12 00:00:00,2267500,2019-09-25 00:00:00,2595000,291,2020,7,12,-0.12620423892100194,0,0,0,0,0,1,0,0,0,0,0,0
3,2,1530,50 Lexington Ave,10010,1987,,,"Garage, Garage - Attached, Covered",,2020-07-12 00:00:00,949500,,,,2020,7,12,,0,0,0,0,0,0,1,0,0,0,0,0
,,48685,22-24 W 26th St,10010,1910,,,0 spaces,,2020-07-12 00:00:00,2275000,,,,2020,7,12,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,4 Lexington Ave #4K,10010,1912,,,0 spaces,Appliances included: Dishwasher,2020-07-12 00:00:00,790000,2019-09-29 00:00:00,830000,287,2020,7,12,-0.04819277108433735,0,0,0,0,0,1,0,0,0,0,0,0
2,3,2000,22 W 26th St APT 2B,10010,1910,,Central,0 spaces,Other interior features,2020-07-12 00:00:00,2275000,2019-08-20 00:00:00,2825000,327,2020,7,12,-0.19469026548672566,0,0,0,0,0,1,0,0,0,0,0,0
,,2816,1107 Broadway APT 9F,10010,1915,,,0 spaces,,2020-07-12 00:00:00,5220000,,,,2020,7,12,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,200 E 24th St APT 807,10010,1972,,,0 spaces,Appliances included: Dishwasher,2020-07-09 00:00:00,510000,2020-01-09 00:00:00,525000,182,2020,7,9,-0.02857142857142857,0,0,0,0,0,1,0,0,0,0,0,0
,1,65393,310 E 23rd St APT 3E,10010,1901,,,0 spaces,Other interior features,2020-07-01 00:00:00,459000,2020-06-25 00:00:00,459000,6,2020,7,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,160 E 26th St APT 4H,10010,1925,,,0 spaces,Appliances included: Dishwasher,2020-06-30 00:00:00,490000,2019-04-23 00:00:00,675000,434,2020,6,30,-0.2740740740740741,0,0,0,0,0,1,0,0,0,0,0,0
2,2,,222 E 24th St,10010,1881,,,0 spaces,,2020-06-28 00:00:00,1030000,,,,2020,6,28,,0,0,0,0,0,1,0,0,0,0,0,0
,1,,4 Lexington Ave #6F,10010,1912,,,0 spaces,,2020-06-28 00:00:00,475000,,,,2020,6,28,,0,0,0,0,0,1,0,0,0,0,0,0
,,,201 E 21st St APT 11M,10010,1962,,,0 spaces,,2020-06-28 00:00:00,580000,,,,2020,6,28,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,301 E 22nd St APT 4-N,10010,1965,,Central,0 spaces,Appliances included: Dishwasher,2020-06-24 00:00:00,570000,2019-03-19 00:00:00,675000,463,2020,6,24,-0.15555555555555556,0,0,0,0,0,1,0,0,0,0,0,0
1,1,,200 E 24th St APT 808,10010,1972,,,Garage - Attached,Appliances included: Dishwasher,2020-06-23 00:00:00,512500,2019-09-12 00:00:00,550000,285,2020,6,23,-0.06818181818181818,1,0,0,0,0,1,0,0,0,0,0,0
1,1,706,225 5th Ave APT 11T,10010,1900,,,Covered,"Appliances included: Dishwasher, Dryer, Washer",2020-06-22 00:00:00,1250000,2019-12-03 00:00:00,1348000,202,2020,6,22,-0.07270029673590504,0,0,0,0,0,1,0,0,0,0,0,0
,,2391,1107 Broadway APT 2F,10010,1915,,,0 spaces,,2020-06-21 00:00:00,5800000,,,,2020,6,21,,0,0,0,0,0,1,0,0,0,0,0,0
2,2,,301 E 22nd St #3TU,10010,1965,,,0 spaces,,2020-06-17 00:00:00,1074150,,,,2020,6,17,,0,0,0,0,0,1,0,0,0,0,0,0
1,1,668,5 E 22nd St APT 9A,10010,1985,,Central,Garage - Attached,Other interior features,2020-06-16 00:00:00,1333000,2020-02-21 00:00:00,1379000,116,2020,6,16,-0.03335750543872371,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1137,385 1st Ave APT 18A,10010,2016,,,0 spaces,,2020-06-14 00:00:00,1795000,2020-03-29 00:00:00,1795000,77,2020,6,14,0.0,0,0,0,0,0,1,0,0,0,0,0,0
